measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,68,South Korea,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,2874.3978245787957,3360.34898236456,2397.5103206593567
1,Deaths,63,Ukraine,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,2131.5035395678533,3344.233630920082,966.3636272536673
1,Deaths,99,Uruguay,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,307.9527712297924,446.0061123188505,183.33129682474686
1,Deaths,69,Singapore,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,466.1490515534699,677.9235800391682,264.2506593312415
1,Deaths,99,Uruguay,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,224.75581287605513,393.7924339646615,71.95711742320557
1,Deaths,84,Ireland,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,229.388673844098,394.9806269771479,89.78664627237917
1,Deaths,84,Ireland,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,67.97605325280189,111.19655897157884,21.24013192236162
1,Deaths,81,Germany,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,15711.865381743624,19429.707082891775,12563.942646193324
1,Deaths,90,Norway,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,363.7281396384483,467.7538403777905,261.867673667145
1,Deaths,102,United States,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,36760.59111587898,44849.457939239044,28726.697341567018
1,Deaths,88,Malta,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,18.07488221662491,28.224127093490793,9.667700343380048
1,Deaths,68,South Korea,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,2765.528090548762,3297.7854306313484,1683.736861111937
1,Deaths,75,Austria,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,118.3977468502907,199.19824638432075,47.991940695942716
1,Deaths,93,Sweden,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,183.6925800553714,422.15506759009054,3.910443663902471
1,Deaths,85,Israel,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,441.8358848902466,698.2786839210696,244.14261779527783
1,Deaths,88,Malta,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,18.326235797838144,24.275381036587355,13.126838546674056
1,Deaths,94,Switzerland,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,176.1967470549491,320.7531456658518,67.72109895615709
1,Deaths,99,Uruguay,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,116.70507129876128,187.23394215400563,26.25688350804637
1,Deaths,81,Germany,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,3922.9275252075527,5378.151330775787,2087.8641694683674
1,Deaths,106,The Bahamas,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,5.464637884873941,9.68567938232635,2.222271410226782
1,Deaths,109,Cuba,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,2181.3500008915803,2911.7547228738254,1300.592429214414
1,Deaths,106,The Bahamas,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,15.822769550462182,22.139456324897935,9.964281094767824
1,Deaths,89,Netherlands,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,1531.3962782409208,1833.9273554704648,1242.8087804339857
1,Deaths,78,Denmark,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,299.9426309067553,492.4742437436748,140.33951567774793
1,Deaths,91,Portugal,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,662.5784272813248,1164.9607586514476,155.8671668484933
1,Deaths,78,Denmark,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,202.93097927732492,274.15450569374417,140.92195400426414
1,Deaths,89,Netherlands,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,1477.6313494130736,2276.2819467902705,738.7339845691672
1,Deaths,109,Cuba,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,353.1861980937381,464.7949324339946,148.5642417454728
1,Deaths,98,Chile,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,758.5519999339125,1132.1798257415853,306.7403945211365
1,Deaths,91,Portugal,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,570.7396662930462,973.2125104161149,80.53160786209429
1,Deaths,92,Spain,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,1257.3840225681079,2409.653370294218,398.33402371235525
1,Deaths,98,Chile,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,436.6695361829627,673.0099987141209,189.86415043576704
1,Deaths,101,Canada,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,2923.559427275056,4095.616760713984,865.6945231008613
1,Deaths,112,Grenada,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,4.359980592540813,6.603675283094152,2.177574094085739
1,Deaths,101,Canada,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,1342.8148212525753,2604.619894065599,2.981589443851556
1,Deaths,107,Barbados,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,8.53670060870478,12.551135430369762,4.552805132247648
1,Deaths,119,Trinidad and Tobago,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,259.5279627433676,351.9647265461892,175.51744468981013
1,Deaths,116,Saint Lucia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,2.8191124219548658,4.552181507029385,1.4591634409365735
1,Deaths,121,Bolivia,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,340.06934882231604,545.9549708329068,128.93929088954823
1,Deaths,112,Grenada,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,19.898948761173127,24.930565528746406,11.80388653456553
1,Deaths,116,Saint Lucia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,10.57279679357413,14.194687942775456,7.255524651163533
1,Deaths,107,Barbados,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,57.388983211454644,70.82466015816564,34.73148053258496
1,Deaths,113,Guyana,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,43.00174446644004,79.72639469284799,14.40673297365707
1,Deaths,108,Belize,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,18.035196886223797,33.10410126212287,6.812794359628724
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,93.14911470390459,190.4205627268658,28.024328072675146
1,Deaths,119,Trinidad and Tobago,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,354.19180795424444,460.2917366604034,190.3545564061514
1,Deaths,125,Colombia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,508.2987602930558,955.6918864924485,190.3413063827748
1,Deaths,101,Canada,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,853.0609314848185,1707.6816161570573,1.5556407219028283
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,367.64426117628267,588.9628032798613,166.33374903806885
1,Deaths,125,Colombia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,851.7143412571568,1290.5554633129454,454.00705020623013
1,Deaths,128,Guatemala,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,451.2207872031593,672.2794510540699,259.39650918184026
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,15.226587479220994,21.122390109949468,9.420166308981804
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,2.6487920241963985,4.225588080484541,1.2787755327223018
1,Deaths,123,Peru,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,315.56853975002304,551.9034257415376,127.174204010998
1,Deaths,114,Haiti,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,262.7911483973885,526.6486962269935,111.98270589144201
1,Deaths,121,Bolivia,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,639.196702845901,1028.4710849775477,299.1342756283233
1,Deaths,123,Peru,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,401.8604696991947,632.9093599036834,182.824580476155
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,15.968443459123439,21.06535924649951,9.519991600141205
1,Deaths,126,Costa Rica,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,162.18036075782933,246.20966443123356,77.8822709096134
1,Deaths,118,Suriname,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,32.95006168528217,55.876161613594796,12.429566400992087
1,Deaths,128,Guatemala,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,410.6941264303513,611.6669293169687,214.16594622506855
1,Deaths,114,Haiti,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,78.34436135480382,158.64640879470235,30.52052012488457
1,Deaths,135,Brazil,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,9258.733554389215,14141.83564884888,5415.837162925693
1,Deaths,132,Panama,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,27.015834983798655,48.80797096091519,11.921032621801245
1,Deaths,127,El Salvador,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,437.4120483995015,678.3380296084143,241.14660706254216
1,Deaths,132,Panama,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,75.23010071800114,110.1637208135813,42.07005244758129
1,Deaths,135,Brazil,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,6425.356840888068,8237.940909956624,4691.59361231318
1,Deaths,135,Brazil,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,8161.281663484531,12365.978246517258,4004.2183733138177
1,Deaths,139,Algeria,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,1231.076392979273,2001.8012687722485,548.5373403066894
1,Deaths,136,Paraguay,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,44.90224493712701,82.33713929112899,19.52758276984767
1,Deaths,136,Paraguay,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,98.95085303149017,162.83824066519057,44.61661827193498
1,Deaths,130,Mexico,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,1045.688972997375,1494.7469691110014,620.9164069122601
1,Deaths,133,Venezuela,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,924.9451117838795,1505.1264530069645,332.7058294825322
1,Deaths,140,Bahrain,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,121.49802538838797,141.4832580442974,103.22095316728577
1,Deaths,142,Iran,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,1348.943026149701,1769.9693899631097,920.6177027366101
1,Deaths,144,Jordan,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,106.76507156200562,160.59778767776692,61.440370703988236
1,Deaths,144,Jordan,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,200.52889633143548,268.2294774341209,146.08893829871448
1,Deaths,145,Kuwait,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,375.0709105092474,439.78130868132195,316.73206610880817
1,Deaths,145,Kuwait,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,25.461502776983636,33.904565271817425,16.27031044789763
1,Deaths,145,Kuwait,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,51.057824295545814,60.68707764587029,33.61848823754475
1,Deaths,146,Lebanon,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,173.2885989562071,241.2667059608349,110.6408113758816
1,Deaths,147,Libya,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,1463.102997365599,1984.7480725507276,1003.41903541004
1,Deaths,150,Oman,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,115.53174155966782,151.3768598399,73.03991254383844
1,Deaths,151,Qatar,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,33.760266573899536,43.712322840085946,24.074165224616337
1,Deaths,149,Palestine,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,55.672837158444594,87.62140140037235,31.213948982622817
1,Deaths,149,Palestine,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,144.185938608939,187.60609120367945,104.14192832163108
1,Deaths,152,Saudi Arabia,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,4522.271076805798,5926.906597318289,3194.525511515806
1,Deaths,152,Saudi Arabia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,1040.0253919202255,1388.663167986559,699.7940977302262
1,Deaths,150,Oman,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,478.9204319704183,636.768878525425,354.09852635332373
1,Deaths,150,Oman,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,25.206338535871858,38.30922983282723,13.330451305521773
1,Deaths,154,Tunisia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,364.93413646948324,586.8387423813891,195.26939269612657
1,Deaths,154,Tunisia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,679.224138158488,930.426154309379,474.01382822707785
1,Deaths,155,Turkey,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,12860.118717078074,15233.926316102516,10391.16832691815
1,Deaths,155,Turkey,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,7513.0432584731825,10356.529465495496,4421.660141513607
1,Deaths,155,Turkey,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,3555.471501327532,4191.7063317710845,2266.0244441995014
1,Deaths,156,United Arab Emirates,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,146.751171651177,216.26783932315556,90.44355330677837
1,Deaths,157,Yemen,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,1012.6825264481421,1797.028124669501,394.2903346273937
1,Deaths,157,Yemen,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,207.35486270717215,416.5446956683111,74.62900680763346
1,Deaths,160,Afghanistan,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,2633.59345575478,4566.504937272383,1102.2378176957852
1,Deaths,161,Bangladesh,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,12249.90685163901,16660.65886558571,8321.5895487786
1,Deaths,161,Bangladesh,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,2621.2044043477813,3702.7682747519048,1632.5787431935416
1,Deaths,163,India,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,15849.913135679471,19789.09526784786,12010.108781749172
1,Deaths,165,Pakistan,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,2451.3628186712267,4069.5267496035135,1344.009203243735
1,Deaths,165,Pakistan,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,8055.643668256415,12542.47877630991,4723.753976623552
1,Deaths,169,Central African Republic,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,24.557797800297326,59.93791406246225,7.028679276682289
1,Deaths,169,Central African Republic,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,111.2161598564184,252.81337806296526,33.62392015892496
1,Deaths,170,Congo,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,96.12907860221569,185.54096381396892,36.36793593141352
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,5969.685238839909,13648.0049138244,1808.628658148043
1,Deaths,172,Equatorial Guinea,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,25.17519442361443,45.82230482273155,11.414210691763131
1,Deaths,172,Equatorial Guinea,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,14.717712633510544,29.20405043811195,5.987129731537565
1,Deaths,172,Equatorial Guinea,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,17.861088585443408,30.954429325660335,8.656294390867416
1,Deaths,175,Burundi,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,570.5382418532362,1230.377849996085,213.49829924999588
1,Deaths,177,Djibouti,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,15.149840557301696,29.337648277547373,5.714656562642459
1,Deaths,176,Comoros,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,1.9782488006541792,3.754358593084791,0.8845438606610948
1,Deaths,176,Comoros,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,7.356526585562202,13.486425318033975,3.407540695668869
1,Deaths,178,Eritrea,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,509.3503808689656,1039.7568008692604,175.08257509820766
1,Deaths,180,Kenya,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,93.37551669193991,131.8741416869238,67.49867351818605
1,Deaths,179,Ethiopia,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,555.0541601016398,851.9636231385274,332.46366948656004
1,Deaths,183,Mauritius,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,173.20811952777248,229.23468460277454,115.68872996013954
1,Deaths,183,Mauritius,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,42.99782568813356,70.98735371118049,18.700681522400245
1,Deaths,179,Ethiopia,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,357.38595989905133,551.5444475186356,202.7367540662538
1,Deaths,183,Mauritius,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,318.0845933027258,436.78305247517613,143.00541775851357
1,Deaths,184,Mozambique,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,722.862146088805,1463.9857821539897,301.2100142679404
1,Deaths,191,Zambia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,128.97942125673788,256.48061666681264,51.333693657871336
1,Deaths,191,Zambia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,35.2018770011297,72.98973959787304,12.98226721589801
1,Deaths,182,Malawi,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,20.94032589032862,44.17706642987248,8.285146120965841
1,Deaths,182,Malawi,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,99.0441946207294,201.6608160170374,38.83532738493459
1,Deaths,185,Rwanda,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,32.415884408108205,69.76182404262978,11.610113699356088
1,Deaths,185,Rwanda,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,108.38367187164299,221.06265166572334,38.21330888102466
1,Deaths,193,Botswana,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,78.53166884483451,122.32086111881284,40.50679357925895
1,Deaths,193,Botswana,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,43.53300573569433,71.26565684949178,22.505534833957356
1,Deaths,187,Somalia,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,687.4191768980071,1540.0315489169934,252.31175417089952
1,Deaths,187,Somalia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,23.71157680036531,52.7821308602926,8.950758437591185
1,Deaths,187,Somalia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,131.97653052783036,286.82843670020463,51.19371644502075
1,Deaths,195,Namibia,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,9.858873662429858,18.498669817432358,4.103836154276678
1,Deaths,189,Tanzania,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,770.3348055500795,1578.139342836715,350.9253881264038
1,Deaths,195,Namibia,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,48.1355174607332,83.60509400953963,21.88366695269207
1,Deaths,189,Tanzania,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,259.73247920259087,537.0366542918841,117.02308615791839
1,Deaths,189,Tanzania,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,209.20479849938698,435.5598660622708,86.45961002121228
1,Deaths,190,Uganda,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,1804.2278979309583,3368.184936465569,738.295986901478
1,Deaths,196,South Africa,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,1923.049053033392,2423.772717835768,1468.7467786856835
1,Deaths,196,South Africa,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,2543.8230392146593,3521.9552682660287,1466.5425565329315
1,Deaths,197,Swaziland,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,7.067329653984332,12.175376577468978,3.5335739799262127
1,Deaths,197,Swaziland,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,24.037936820303827,38.557469768910266,13.687941480131164
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,356.63196833649437,688.7821577675589,147.4387592832119
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,134.82084182859214,267.89275205612404,55.08637362787303
1,Deaths,198,Zimbabwe,3,Both,22,All Ages,976,Diabetes mellitus type 2,86,Ambient particulate matter pollution,1,Number,2015,101.94015173353712,196.14526744637757,40.99252487219511
1,Deaths,14,Maldives,3,Both,22,All Ages,493,Ischemic heart disease,86,Ambient particulate matter pollution,1,Number,2015,16.831947053919492,22.37416082338415,11.643765672647332
1,Deaths,14,Maldives,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,7.286038996507246,12.164678591736967,3.1855507340220384
1,Deaths,6,China,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2015,221732.2454606979,287927.6192123236,148354.911588739
1,Deaths,15,Myanmar,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,3466.716514767074,5312.895621791794,1955.9748066704683
1,Deaths,34,Azerbaijan,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,202.81989806959055,356.85285942361566,83.64730875936394
1,Deaths,201,Burkina Faso,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,1581.3217051643664,3973.5916373061273,428.5512350765122
1,Deaths,28,Solomon Islands,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",86,Ambient particulate matter pollution,1,Number,2015,2.1428124118513137,5.416670884835387,0.6180284482244108
1,Deaths,28,Solomon Islands,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,6.449478481538585,16.122680347374843,1.9393419706913808
1,Deaths,22,Fiji,3,Both,22,All Ages,322,Lower respiratory infections,86,Ambient particulate matter pollution,1,Number,2015,25.540497904943802,49.54029732575434,9.561658290372495
1,Deaths,1,Global,3,Both,22,All Ages,494,Stroke,86,Ambient particulate matter pollution,1,Number,2015,436057.10791631474,537536.5832063532,344132.803417763
